flex1,flex2,flex3,flex4,flex5,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temperature,label
598.93,381.72,693.4,358.33,518.05,0.98,0.89,0.21,15.7,-19.79,-29.38,30.54,E
556.21,646.85,612.51,674.04,609.26,0.54,0.77,0.62,19.47,16.82,-6.32,31.17,C
607.72,675.21,585.54,711.56,606.64,0.45,0.95,0.24,20.21,28.03,-0.11,30.85,C
571.19,485.29,646.0,575.26,377.38,0.86,0.83,0.54,-28.7,-2.63,-13.13,30.77,A
368.78,417.15,423.74,302.47,638.08,-0.41,-0.54,-0.94,25.65,27.25,21.48,30.76,DELETE
418.26,563.41,384.39,364.3,672.46,-0.73,-1.07,-0.06,15.78,-0.49,-22.79,31.19,D
596.54,373.57,686.09,372.71,494.38,0.75,0.62,0.17,21.08,-21.85,-28.54,30.86,E
646.42,506.2,571.76,571.01,333.55,0.69,0.54,0.76,-27.75,-1.29,-12.33,30.8,A
574.4,605.75,575.25,697.04,581.14,0.76,0.39,0.14,24.97,30.6,-6.73,31.0,C
645.46,481.65,639.66,589.76,339.22,0.97,0.46,0.36,-30.03,0.29,-9.14,30.82,A
414.51,513.27,393.03,318.96,581.56,-0.32,-0.49,-0.76,30.17,20.11,28.96,31.01,DELETE
432.7,447.36,418.08,330.52,636.71,-0.77,-0.68,-0.98,32.42,20.23,30.28,30.8,DELETE
654.83,625.88,348.73,588.91,673.27,0.01,0.12,-0.76,17.78,-23.14,-22.84,30.83,SPACE
596.22,417.93,681.77,383.71,551.98,0.7,0.7,0.3,8.66,-20.16,-28.69,30.98,E
616.28,455.23,633.06,563.64,334.15,1.11,0.55,0.55,-27.49,-11.35,-10.18,30.98,A
554.76,614.06,603.65,746.43,616.23,0.45,0.2,0.57,17.63,31.79,-5.89,31.11,C
402.25,594.9,411.35,396.62,686.26,-0.59,-0.71,0.28,26.52,-6.91,-23.34,30.99,D
618.2,492.26,626.23,601.39,378.39,0.81,0.39,0.77,-23.27,4.04,-9.96,31.44,A
403.71,349.71,405.31,393.2,565.68,0.91,1.08,-0.01,8.91,25.28,23.66,31.3,B
528.07,644.02,599.1,717.52,554.59,0.88,0.79,0.65,17.84,31.15,-8.84,31.21,C
424.96,409.94,390.69,286.54,601.48,-0.6,-0.39,-0.35,31.35,24.1,29.02,31.34,DELETE
596.5,686.67,584.33,696.95,569.14,0.95,0.65,0.47,24.88,29.39,-5.87,30.81,C
436.03,536.2,351.01,375.74,666.34,-0.97,-1.2,0.08,12.02,-12.67,-21.5,31.12,D
401.14,472.09,383.06,318.22,651.36,-0.43,-0.57,-0.82,34.28,16.95,18.05,30.47,DELETE
411.98,427.54,427.21,298.64,628.15,-0.26,-0.33,-0.84,22.09,13.1,26.58,31.07,DELETE
441.88,450.23,378.82,334.81,620.14,-0.46,-0.32,-0.75,21.16,17.28,17.06,30.9,DELETE
597.79,372.44,687.87,368.1,523.65,1.26,0.45,0.21,10.4,-11.75,-36.02,31.13,E
408.54,418.05,367.84,384.82,538.86,1.17,1.22,0.17,9.78,25.34,22.64,30.95,B
580.14,661.34,612.74,718.54,619.58,0.79,0.65,0.5,23.43,22.82,-4.63,31.05,C
605.09,465.97,679.98,551.27,315.3,1.05,0.46,0.57,-23.13,-1.29,-0.71,31.03,A
642.17,388.73,683.09,392.26,523.97,0.88,0.47,0.14,13.19,-20.11,-37.93,31.15,E
585.77,619.5,619.99,697.21,623.95,0.82,0.45,0.25,14.33,20.8,2.29,31.11,C
643.29,654.77,342.75,590.54,689.25,-0.03,0.05,-1.22,16.87,-19.68,-0.9,31.07,SPACE
345.67,408.76,432.34,357.4,500.99,0.83,0.97,-0.0,15.34,26.37,28.45,31.04,B
368.31,387.82,392.68,374.73,541.35,0.99,1.05,0.13,11.36,19.73,36.58,31.07,B
583.13,442.49,631.28,589.45,335.11,0.85,0.42,0.47,-26.71,8.43,-6.26,31.27,A
367.57,567.71,386.97,363.63,690.96,-0.81,-1.0,-0.16,26.72,0.05,-31.12,30.9,D
619.23,456.47,615.63,608.73,344.24,1.02,0.26,0.71,-20.04,-8.53,-10.11,31.08,A
593.68,653.53,655.64,705.31,542.29,0.75,0.67,0.47,19.34,25.94,-1.75,31.18,C
615.53,403.85,688.79,394.67,505.65,0.65,0.48,0.3,18.94,-24.96,-31.8,30.94,E
415.35,416.46,360.29,335.38,623.68,-0.73,-0.32,-0.52,33.37,18.36,28.98,31.66,DELETE
665.38,644.49,298.69,613.31,680.38,0.27,0.22,-0.66,18.24,-20.81,-14.86,31.33,SPACE
607.36,626.82,588.13,725.07,626.11,0.6,0.55,0.36,21.77,21.08,0.3,31.22,C
587.8,610.3,578.34,687.05,568.35,0.76,0.78,0.38,15.92,28.77,-5.06,30.77,C
403.95,579.98,346.99,395.39,629.04,-0.79,-1.04,-0.16,26.84,-15.29,-25.8,31.38,D
700.13,628.44,307.76,574.53,631.56,0.29,0.23,-0.72,26.57,-15.23,-11.56,30.92,SPACE
343.52,366.84,368.69,372.32,529.11,0.81,0.88,-0.06,6.14,28.21,29.29,31.0,B
677.17,633.42,319.04,624.65,655.01,-0.05,0.01,-0.91,12.04,-28.7,-18.15,31.49,SPACE
607.12,469.45,591.0,556.59,331.09,0.85,0.73,0.55,-15.87,-2.67,-7.57,30.97,A
628.32,351.0,685.88,395.84,540.82,0.62,0.75,0.24,20.63,-24.98,-24.16,31.53,E
606.64,505.91,576.62,588.85,376.71,0.78,0.47,0.46,-26.78,-4.61,-0.61,31.55,A
430.8,439.24,390.6,311.74,630.42,-0.46,-0.24,-0.64,26.43,20.81,21.82,31.33,DELETE
349.45,449.84,391.65,407.83,501.0,1.07,0.88,0.07,6.92,31.22,35.89,31.01,B
657.86,630.89,343.67,626.65,668.14,0.12,0.24,-0.94,20.16,-29.78,-6.56,31.07,SPACE
576.21,666.75,623.9,723.27,605.26,1.19,0.82,0.51,13.73,25.6,5.64,31.51,C
399.41,379.83,416.56,378.03,568.29,1.14,1.02,0.08,7.3,24.99,24.12,31.07,B
619.51,489.44,627.88,603.63,366.61,1.17,0.6,0.78,-31.72,-4.57,-12.09,31.04,A
674.56,664.97,319.98,626.47,666.64,0.17,0.23,-1.11,22.53,-34.93,-16.33,30.39,SPACE
379.82,582.58,322.34,338.15,643.35,-0.73,-1.18,-0.09,19.76,-12.41,-21.55,30.8,D
622.33,615.74,596.75,673.63,595.06,0.95,0.45,0.22,13.97,27.52,1.62,31.13,C
375.91,365.15,431.05,405.48,560.6,1.03,1.05,0.11,11.83,32.99,30.83,30.53,B
341.66,386.46,424.2,352.4,513.82,0.93,1.24,0.17,5.56,28.12,22.27,31.3,B
369.03,454.14,398.65,408.3,524.49,0.85,0.76,0.15,4.42,36.9,20.55,30.62,B
421.28,559.04,383.18,420.29,701.65,-0.53,-0.96,-0.03,24.64,-2.07,-20.14,31.14,D
378.89,579.9,360.87,389.86,640.35,-0.89,-0.7,0.23,26.18,-12.38,-23.81,31.41,D
588.28,531.28,668.33,603.23,338.37,0.92,0.49,0.63,-15.31,-2.07,-12.31,31.25,A
687.13,645.18,295.96,629.09,680.52,0.02,0.17,-0.44,21.44,-30.93,-16.23,31.53,SPACE
441.71,559.15,358.18,399.01,618.54,-0.74,-1.03,-0.02,26.01,-7.67,-26.05,31.04,D
381.52,565.9,354.96,349.44,656.14,-0.77,-1.11,-0.22,13.94,-12.3,-22.74,30.74,D
585.99,368.65,723.53,362.31,512.03,1.24,0.5,0.29,14.66,-20.61,-30.37,30.94,E
604.87,464.94,670.41,608.91,333.41,0.63,0.61,0.66,-20.77,1.93,-13.58,31.6,A
597.29,461.04,660.81,585.34,353.96,0.95,0.6,0.51,-11.16,-10.82,-1.45,31.41,A
402.66,584.84,362.88,457.14,655.48,-0.67,-1.22,-0.08,27.5,-17.12,-33.1,31.01,D
406.3,449.11,456.25,347.64,613.69,-0.62,-0.64,-0.53,31.89,14.53,31.86,31.01,DELETE
590.02,417.54,619.35,556.07,332.64,1.12,0.49,0.42,-22.6,2.27,-12.63,30.73,A
637.5,400.01,705.83,368.76,574.27,1.04,0.84,0.36,11.18,-18.11,-25.34,30.94,E
430.89,407.61,381.99,337.77,642.87,-0.64,-0.22,-0.49,26.35,11.32,18.57,31.08,DELETE
592.34,674.2,587.92,721.55,615.21,0.7,0.62,0.82,14.02,27.57,-5.24,31.54,C
412.31,385.97,428.01,383.83,539.47,1.03,1.05,0.1,4.12,14.85,30.34,31.06,B
590.44,498.06,661.92,574.96,321.35,1.03,0.55,0.35,-22.65,-1.67,-12.25,31.06,A
607.24,728.81,573.54,679.67,612.21,0.76,0.96,0.36,22.63,31.89,2.04,30.71,C
380.77,426.77,463.47,442.15,560.96,0.93,0.85,0.17,2.84,20.41,25.4,31.48,B
589.77,476.22,657.7,594.4,376.47,1.14,0.37,0.82,-24.97,2.25,-7.41,30.88,A
630.48,666.41,328.72,619.02,640.13,0.3,0.23,-0.89,17.95,-21.27,-0.94,30.67,SPACE
621.91,333.65,657.01,400.54,542.28,0.87,0.5,0.31,7.2,-16.01,-15.78,31.15,E
698.76,608.25,351.31,539.32,658.6,0.52,0.15,-0.9,25.18,-35.8,-10.83,31.02,SPACE
405.26,424.26,375.5,367.7,515.18,1.07,1.08,-0.15,3.44,17.98,24.19,30.59,B
592.93,632.92,610.75,721.68,581.07,0.7,0.79,0.17,17.82,23.93,-2.16,30.85,C
686.04,599.82,319.69,590.85,692.51,0.34,0.3,-0.68,19.52,-20.54,-16.41,30.68,SPACE
607.72,650.46,592.14,670.64,608.44,0.52,0.73,0.85,24.86,29.67,-1.92,30.42,C
591.47,672.29,595.74,691.55,577.31,0.86,0.55,0.51,17.75,20.82,-4.53,31.41,C
449.77,453.12,401.67,318.03,620.43,-0.72,-0.45,-1.02,20.65,15.25,37.67,30.46,DELETE
581.36,635.12,642.07,687.53,619.8,0.48,0.64,0.21,12.83,30.28,-1.74,30.9,C
598.51,474.56,654.5,571.34,327.43,0.97,0.23,0.64,-22.32,-2.78,-2.95,30.41,A
580.05,461.39,627.82,612.08,345.93,0.92,0.6,0.26,-22.53,7.01,-7.09,31.02,A
674.49,653.03,375.1,602.93,645.04,0.24,0.15,-0.84,21.5,-33.52,-19.37,31.08,SPACE
626.59,637.44,295.55,587.62,699.87,0.15,0.31,-0.68,21.22,-22.25,-8.53,31.03,SPACE
615.46,439.96,654.6,558.78,305.61,1.06,0.56,0.48,-15.06,-5.18,-7.59,31.08,A
589.08,615.26,576.28,706.76,647.85,0.76,0.61,0.58,16.91,24.19,-6.28,31.42,C
467.23,367.36,390.72,357.17,611.46,-0.59,-0.47,-0.55,22.75,22.81,25.51,30.72,DELETE
612.75,460.96,630.23,594.1,304.21,1.11,0.31,0.47,-12.7,2.66,-7.26,30.72,A
374.01,521.56,400.78,411.92,666.71,-0.84,-0.69,-0.05,20.42,-3.25,-19.02,31.66,D
576.87,683.78,588.7,715.85,585.48,0.64,0.63,0.65,8.66,19.5,-11.22,30.67,C
433.89,453.08,384.01,345.51,578.16,-0.65,-0.42,-0.98,26.98,15.04,24.28,30.83,DELETE
563.38,615.07,613.39,668.82,609.73,0.51,0.71,0.39,25.14,27.7,4.69,30.77,C
596.35,453.63,641.08,535.0,300.99,1.27,0.33,0.41,-13.13,11.55,-13.61,30.89,A
421.45,407.62,429.8,373.52,637.32,-0.55,-0.59,-0.74,38.21,13.4,14.02,31.31,DELETE
676.25,660.04,310.55,618.56,656.16,0.18,0.12,-0.74,19.96,-20.35,-2.27,30.78,SPACE
709.54,618.1,316.22,579.53,642.75,0.41,0.21,-0.99,18.77,-30.03,-13.56,30.62,SPACE
592.39,654.07,627.67,688.46,622.44,0.73,0.47,0.25,23.72,32.06,0.13,31.45,C
379.65,545.68,387.73,367.15,624.33,-0.71,-0.94,-0.29,21.56,-6.1,-20.05,31.67,D
587.71,377.87,731.66,360.4,562.75,0.59,0.59,0.3,22.55,-31.75,-29.9,31.44,E
658.01,503.2,619.39,587.64,327.49,0.91,0.55,0.67,-24.01,2.34,-13.46,31.0,A
369.35,416.45,399.47,409.98,588.14,0.91,1.04,0.21,8.83,33.29,24.09,31.1,B
397.19,396.35,400.88,365.15,568.23,0.88,1.29,0.05,13.48,21.33,25.82,30.82,B
679.03,666.2,363.14,601.89,672.71,0.38,0.13,-1.11,23.83,-28.25,-17.23,31.15,SPACE
613.82,362.75,683.73,330.97,525.46,1.03,0.68,0.18,19.11,-24.87,-22.32,31.42,E
404.2,447.36,391.47,345.43,603.76,-0.66,-0.41,-0.79,33.89,16.29,24.16,31.14,DELETE
419.99,408.02,395.57,335.27,608.33,-0.36,-0.52,-0.59,32.6,9.45,22.05,31.02,DELETE
411.38,400.71,384.77,375.29,506.37,0.71,1.09,0.32,15.47,13.47,29.6,31.43,B
625.29,411.64,679.54,346.53,510.82,1.05,0.83,0.28,5.95,-28.48,-28.57,31.16,E
423.64,367.36,435.7,428.56,494.35,0.94,1.14,0.14,1.8,24.65,15.29,30.93,B
603.57,369.18,735.32,352.66,549.53,0.92,0.57,0.17,11.16,-24.41,-36.71,30.8,E
590.3,364.26,725.87,397.07,563.61,0.66,0.79,0.37,4.57,-32.28,-24.23,30.95,E
393.82,561.5,332.16,396.63,629.8,-0.78,-0.96,0.02,13.23,-11.59,-18.33,30.89,D
628.77,683.23,321.57,600.48,669.21,0.41,0.09,-1.17,22.98,-37.43,-12.69,31.36,SPACE
634.65,489.0,676.87,575.08,320.27,0.92,0.56,0.6,-27.74,-2.52,-6.61,31.76,A
585.6,494.28,601.26,555.69,375.58,0.91,0.65,0.61,-22.84,3.84,-8.94,30.47,A
638.45,631.13,611.38,712.96,618.31,0.48,0.63,0.22,30.34,18.11,-6.73,30.69,C
395.31,401.7,388.4,423.63,503.93,0.85,1.0,0.2,14.53,18.27,30.66,30.76,B
688.63,607.82,305.3,591.14,683.59,0.41,0.61,-0.98,19.28,-24.27,-14.6,30.96,SPACE
445.45,449.12,384.71,310.0,612.38,-0.39,-0.51,-0.57,23.08,20.76,27.36,30.64,DELETE
320.51,403.89,409.41,392.82,581.36,0.99,1.17,0.09,12.47,22.99,32.82,31.02,B
646.52,461.99,654.99,532.17,384.23,1.04,0.49,0.66,-29.36,2.94,-9.37,30.94,A
558.82,371.41,662.46,371.53,580.8,0.79,0.68,0.41,2.59,-24.56,-27.6,30.13,E
588.18,348.76,725.73,366.22,602.1,0.8,0.96,0.27,19.61,-13.46,-34.53,30.85,E
343.02,389.7,356.66,405.58,529.93,0.92,1.28,0.14,11.97,16.94,20.98,31.01,B
556.75,682.62,593.52,731.08,603.04,0.92,0.7,0.59,21.7,29.2,0.25,30.93,C
642.63,631.32,330.5,625.34,639.46,0.21,0.17,-0.85,21.32,-29.95,-4.95,30.84,SPACE
465.61,452.51,359.71,322.09,654.92,-0.41,-0.57,-0.68,27.32,14.17,17.24,30.8,DELETE
644.0,648.78,296.75,570.29,646.75,0.1,0.14,-1.06,24.84,-31.13,-15.66,30.88,SPACE
607.3,345.48,714.32,364.57,527.68,0.81,0.56,0.43,5.84,-26.92,-31.06,31.48,E
605.13,380.11,713.6,370.88,521.27,0.99,0.92,0.21,3.75,-19.45,-31.08,30.96,E
444.19,570.94,355.78,395.6,676.88,-0.79,-0.93,0.14,15.96,-10.38,-27.88,30.7,D
539.87,653.05,590.84,659.7,628.88,0.51,0.78,0.36,26.12,29.83,-6.53,30.72,C
623.5,482.96,694.32,576.77,329.99,0.84,0.37,0.39,-26.76,-3.33,-6.08,31.02,A
399.03,425.4,381.73,340.07,616.25,-0.49,-0.66,-0.54,28.51,29.63,23.86,31.1,DELETE
390.39,418.44,388.43,416.03,513.47,1.06,1.06,-0.38,14.29,6.36,22.9,31.31,B
677.46,675.05,341.26,663.0,653.91,0.3,0.14,-0.77,21.05,-18.62,-13.84,31.42,SPACE
390.99,382.6,399.31,406.49,479.08,0.85,1.04,0.11,2.57,22.39,31.09,31.23,B
625.68,424.3,642.22,557.87,307.2,0.82,0.47,0.71,-28.95,-2.82,-10.17,30.9,A
379.65,565.76,297.28,350.52,652.61,-0.58,-1.25,-0.05,26.81,-17.7,-21.16,31.02,D
588.65,481.44,683.72,548.39,343.9,1.22,0.27,0.38,-24.43,-5.58,-3.69,31.07,A
401.98,423.92,392.97,415.27,588.84,0.95,1.04,0.24,14.04,21.66,14.06,31.16,B
413.35,454.01,438.7,285.25,672.87,-0.55,-0.38,-0.85,33.48,17.07,25.49,30.42,DELETE
399.44,557.46,361.72,399.99,635.12,-0.72,-0.96,0.13,21.26,-1.4,-23.09,30.93,D
570.86,425.88,696.45,399.54,562.09,0.78,0.59,0.51,20.24,-31.33,-26.67,30.96,E
625.86,333.67,730.84,398.34,510.4,0.48,0.65,0.46,20.89,-26.3,-20.66,30.33,E
391.08,555.48,338.43,373.89,637.64,-0.86,-0.68,0.07,24.63,-6.02,-18.46,30.88,D
392.99,445.47,400.37,402.27,559.59,0.84,1.4,0.11,10.25,24.22,35.36,31.24,B
637.31,638.07,317.75,571.57,678.29,0.17,0.15,-1.0,36.16,-30.53,-21.53,30.52,SPACE
661.39,369.82,710.96,380.77,558.04,0.9,0.69,0.31,10.05,-20.32,-19.28,31.36,E
346.21,419.25,385.54,395.88,510.36,0.96,1.26,-0.14,2.49,15.09,34.61,30.86,B
628.35,521.07,661.71,539.65,336.0,0.78,0.44,0.8,-19.13,-6.47,-12.82,31.01,A
661.3,647.5,314.58,583.41,695.65,-0.07,0.17,-0.98,23.46,-34.49,-13.69,30.97,SPACE
581.91,636.04,652.73,658.75,611.32,0.56,0.8,0.51,20.0,21.36,-5.32,31.28,C
391.21,461.61,353.63,285.67,638.73,-0.5,-0.36,-0.7,21.57,10.93,24.43,30.62,DELETE
582.04,629.9,642.03,694.84,633.5,0.62,0.7,0.45,9.62,33.22,-2.16,31.22,C
413.77,429.17,394.07,401.05,522.29,1.38,1.06,-0.02,10.67,16.54,33.5,30.8,B
613.59,502.46,622.3,587.27,337.02,1.0,0.4,0.33,-32.68,-8.56,-10.05,30.91,A
569.6,369.77,695.42,390.51,555.11,0.93,0.6,0.48,33.06,-18.49,-28.92,30.61,E
420.48,465.0,357.66,307.09,614.28,-0.2,-0.54,-0.56,29.79,13.91,26.6,30.87,DELETE
601.64,643.59,605.22,722.88,572.06,0.67,0.69,0.35,25.27,30.62,-0.04,31.54,C
399.55,557.31,354.26,364.94,610.55,-0.65,-0.93,0.13,19.11,-0.96,-24.21,30.74,D
417.14,400.18,388.53,356.35,617.45,-0.36,-0.35,-0.65,25.35,14.43,18.44,30.92,DELETE
588.51,402.49,682.1,378.77,547.62,0.65,0.74,0.08,16.07,-24.48,-29.38,30.61,E
452.75,450.36,379.34,326.1,654.58,-0.47,-0.9,-0.27,29.41,18.58,31.23,31.14,DELETE
693.82,641.67,367.28,614.47,646.68,0.19,0.37,-0.77,16.07,-27.91,-10.17,30.85,SPACE
666.16,692.5,289.91,648.7,663.96,0.03,0.09,-1.16,24.63,-32.41,-10.35,31.34,SPACE
405.87,430.3,399.24,410.09,503.35,0.66,1.0,0.1,14.39,29.45,33.83,30.7,B
390.72,429.12,395.22,311.38,626.87,-0.57,-0.54,-0.63,30.45,12.62,24.58,31.14,DELETE
401.19,396.17,392.76,326.36,581.64,-0.51,-0.48,-0.71,17.71,20.28,19.63,31.02,DELETE
378.54,509.84,371.52,350.11,624.87,-0.91,-0.85,0.11,30.82,-13.87,-21.22,30.61,D
429.73,484.6,402.35,312.25,580.03,-0.55,-0.31,-0.67,31.2,15.96,29.38,30.52,DELETE
656.51,640.01,306.81,606.62,674.61,0.16,0.18,-0.59,31.96,-32.49,-15.76,30.68,SPACE
391.91,565.76,379.87,404.7,643.94,,-0.95,0.07,14.46,-14.89,-25.91,30.94,D
358.88,360.25,390.68,360.08,514.17,0.85,0.85,0.35,8.62,22.83,17.09,30.8,B
609.71,347.2,669.56,385.53,552.88,0.67,0.57,0.16,21.81,-17.42,-31.52,31.17,E
395.54,412.54,389.41,425.06,527.08,0.94,1.0,0.31,1.64,25.45,16.51,31.07,B
551.93,325.05,697.14,367.01,549.86,0.78,0.53,0.29,10.72,-14.19,-31.04,30.98,E
637.75,602.7,338.77,626.85,623.81,0.3,0.36,-0.82,19.28,-31.93,-10.78,31.07,SPACE
390.4,386.8,390.56,421.68,516.94,1.02,0.94,0.15,10.72,18.14,25.13,31.31,B
643.62,672.82,342.08,630.23,640.39,-0.01,0.2,-0.48,27.69,-29.99,-9.07,31.22,SPACE
686.31,627.17,292.74,522.86,666.86,0.12,0.26,-1.21,18.13,-24.86,-16.34,31.12,SPACE
652.22,613.97,309.45,593.19,670.46,0.33,0.17,-0.95,12.76,-24.52,-14.67,31.22,SPACE
596.41,449.74,701.19,587.12,319.36,1.09,0.51,0.53,-19.5,-9.44,-5.99,31.57,A
388.94,404.69,376.56,399.27,594.43,1.2,0.85,0.15,4.18,12.72,31.07,31.35,B
686.88,587.86,311.1,603.32,648.87,0.17,0.48,-0.74,17.93,-29.56,-17.57,31.21,SPACE
564.39,471.26,604.45,603.13,375.59,0.83,0.57,0.46,-25.46,0.9,-7.94,31.52,A
626.3,622.64,585.0,660.99,652.5,0.75,0.74,0.26,18.1,28.63,-2.75,31.32,C
613.72,622.63,597.89,689.52,610.7,0.39,0.8,0.36,24.21,23.69,-1.73,31.57,C
658.11,676.55,348.87,572.25,661.27,-0.14,0.26,-1.19,27.01,-21.3,-13.56,31.16,SPACE
413.58,556.56,339.66,386.05,682.38,-0.55,-0.98,0.13,26.1,-10.88,-25.78,30.81,D
402.77,396.07,373.41,309.13,618.97,-0.64,-0.51,-0.7,28.25,14.22,20.49,31.03,DELETE
618.38,381.0,720.12,351.29,519.87,1.06,0.44,0.48,19.53,-17.65,-32.86,30.76,E
637.6,458.94,652.45,544.18,373.64,0.93,0.57,0.92,-14.73,-4.51,-10.72,30.9,A
566.32,479.66,633.68,625.14,333.32,1.2,0.36,0.66,-20.72,-7.32,-6.87,31.36,A
404.04,416.96,405.66,398.68,569.93,0.85,0.89,0.06,12.74,14.11,19.42,30.39,B
596.07,617.35,607.86,663.1,571.77,0.55,0.6,0.6,21.0,28.7,-6.98,30.84,C
428.56,436.01,422.64,287.97,647.84,-0.65,-0.4,-0.72,23.88,23.43,35.08,30.93,DELETE
427.62,423.73,422.8,397.47,517.94,1.24,1.01,0.17,8.96,18.67,26.03,31.43,B
640.6,374.13,705.0,354.73,498.07,0.84,0.72,0.4,11.94,-32.91,-37.13,31.62,E
472.04,488.58,389.07,340.91,591.5,-0.42,-0.17,-0.87,30.81,19.56,28.43,31.49,DELETE
496.81,446.57,387.45,309.19,654.23,-0.69,-0.37,-0.71,27.55,9.74,32.51,30.92,DELETE
601.11,496.56,600.26,589.81,343.61,0.86,0.31,0.58,-24.96,-1.81,-7.64,31.48,A
677.67,636.52,317.63,598.41,721.4,-0.03,0.28,-0.95,18.16,-28.61,-7.85,31.22,SPACE
642.6,466.98,606.52,605.63,329.38,1.12,0.58,0.55,-20.57,6.78,2.63,31.02,A
408.14,588.02,355.04,365.68,663.54,-0.76,-0.92,-0.16,17.36,-7.26,-17.88,30.7,D
579.84,396.53,695.57,391.17,534.87,0.85,0.58,0.29,16.49,-24.0,-26.83,30.76,E
372.78,406.86,429.63,410.13,594.77,1.01,0.94,0.05,9.62,23.77,36.36,30.75,B
597.1,659.24,616.52,711.08,553.43,0.5,0.96,0.3,21.16,22.65,-1.09,30.81,C
476.98,435.88,405.97,335.97,600.22,-0.48,-0.33,-0.6,24.09,14.54,23.51,30.75,DELETE
401.15,534.82,336.63,341.14,625.03,-0.5,-1.07,0.07,17.58,-6.64,-27.44,31.01,D
583.17,337.24,735.87,375.14,551.08,1.33,0.71,0.1,11.95,-26.82,-31.4,30.88,E
674.71,649.15,346.15,620.65,664.49,0.27,0.09,-0.82,11.97,-23.33,-11.31,30.85,SPACE
464.09,410.09,391.65,323.88,609.5,-0.47,-0.63,-0.8,26.99,16.14,20.16,31.24,DELETE
367.68,399.27,377.23,375.44,559.58,1.09,1.13,0.06,12.23,12.79,30.29,31.05,B
581.35,348.08,650.26,330.95,533.34,0.85,0.55,0.31,10.76,-16.49,-30.23,31.21,E
363.99,419.84,380.18,391.47,531.74,1.19,1.25,0.12,6.46,34.06,23.84,30.83,B
586.19,629.62,614.06,702.77,561.98,0.46,0.73,0.34,19.62,29.99,-7.84,30.58,C
420.12,430.87,378.18,421.99,554.49,1.22,0.85,0.02,12.08,21.89,20.39,31.12,B
660.01,647.71,354.95,544.06,669.37,0.23,-0.0,-0.81,17.74,-29.0,-1.95,31.3,SPACE
575.07,401.65,686.15,363.97,553.8,0.77,0.75,-0.01,15.13,-34.29,-30.55,31.26,E
444.38,478.18,383.98,326.04,627.93,-0.62,-0.63,-0.46,26.24,16.95,22.74,31.38,DELETE
384.02,565.4,342.81,380.04,627.56,-0.95,-0.84,-0.07,17.58,-15.91,-20.2,31.41,D
589.96,675.11,317.2,581.09,653.89,0.18,0.4,-0.89,27.78,-24.74,-12.74,30.88,SPACE
400.13,556.71,358.41,381.03,694.65,-0.74,-0.95,-0.13,25.35,-3.61,-14.19,31.06,D
609.98,329.62,697.85,405.6,581.59,0.59,0.71,0.15,6.96,-22.52,-23.28,31.18,E
617.01,441.88,648.71,550.91,374.23,1.07,0.54,0.21,-27.23,0.46,-1.69,31.33,A
583.15,449.25,639.83,548.53,358.72,0.81,0.94,0.5,-21.95,-9.45,0.78,31.34,A
655.27,715.96,287.28,626.7,647.04,0.26,0.59,-1.05,17.74,-27.3,-15.43,31.27,SPACE
425.13,408.93,393.35,334.66,629.9,-0.7,-0.43,-0.43,38.88,23.26,19.91,31.14,DELETE
629.08,634.06,316.81,622.61,655.41,0.18,-0.01,-0.84,20.55,-30.49,-12.49,31.34,SPACE
433.1,444.78,458.3,356.65,588.98,-0.46,-0.55,-0.57,21.62,11.32,27.51,31.3,DELETE
572.19,410.37,673.71,360.05,555.38,0.73,0.9,0.31,15.23,-23.29,-26.13,31.47,E
585.09,647.89,610.86,710.75,598.42,0.69,0.87,0.64,20.5,34.68,-3.42,31.49,C
441.09,598.46,378.29,387.1,649.5,-0.89,-0.99,0.02,22.91,-8.09,-17.7,30.79,D
621.16,656.95,608.57,726.89,613.49,0.71,0.89,0.48,16.59,21.89,2.03,31.37,C
415.42,385.2,408.47,411.32,560.09,1.07,0.62,-0.06,9.03,20.62,28.36,31.24,B
575.26,483.76,647.91,563.54,337.1,0.86,0.36,0.52,-27.83,-1.36,-13.5,31.21,A
446.63,457.29,386.11,353.54,647.54,-0.39,-0.44,-0.76,24.21,13.46,27.08,31.16,DELETE
596.88,321.6,698.49,369.63,513.89,0.88,0.61,0.09,16.29,-24.77,-31.45,30.86,E
596.35,477.38,,576.68,336.9,0.92,0.31,0.49,-17.74,-9.82,-8.7,30.75,A
650.67,631.92,307.31,595.97,661.53,0.52,0.14,-0.86,18.48,-30.16,-19.71,30.53,SPACE
430.34,415.23,397.43,363.8,610.32,-0.65,-0.46,-0.51,22.36,19.75,22.4,31.07,DELETE
349.36,431.47,428.25,404.02,483.96,1.09,0.73,0.1,3.9,15.8,23.77,30.95,B
630.39,373.67,699.04,353.59,551.32,1.06,0.76,0.4,15.96,-28.85,-33.8,30.94,E
383.2,376.35,363.24,390.55,532.77,0.9,1.07,0.01,3.52,20.21,27.11,31.1,B
411.16,394.4,404.6,413.95,529.13,1.05,0.94,-0.04,16.37,26.84,22.17,31.17,B
689.41,639.03,331.75,652.67,668.35,0.35,0.28,-1.0,26.66,-31.46,-4.49,30.82,SPACE
573.39,606.68,585.0,646.53,576.29,0.88,0.73,0.49,13.09,18.4,-7.18,30.99,C
605.51,527.95,607.01,569.18,380.32,,0.61,0.59,-20.66,0.91,-11.8,31.26,A
